,No.,Creator,Label,Question,Answer,Question_Encoded
213,215,Toàn,CN,Em được tư vấn học ngành Trí tuệ nhân tạo và Kỹ thuật phần mềm nhưng chưa hiểu rõ và 2 ngành học này khác nhau như thế nào?,"Về định hướng đào tạo của 2 ngành này thì bạn nên hiểu rõ là:
- Trí tuệ nhân tạo: Artificial Inteligence
+ Trong bối cảnh Cách mạng Công nghiệp 4.0 phát triển không ngừng, Trí tuệ Nhân tạo là lĩnh vực quan trọng. Sinh viên ngành Trí tuệ Nhân tạo là nhân tố ưu tú được các nhà tuyển dụng săn đón với mức lương lý tưởng.
+ Cử nhân ngành Trí tuệ Nhân tạo làm việc tại Trung tâm phát triển Trí tuệ Nhân tạo; Trung tâm điều tra, khảo sát, phân tích/xử lý dữ liệu lớn của các Tập đoàn công nghệ, Ngân hàng; Viện nghiên cứu về Trí tuệ nhân tạo, các doanh nghiệp với đa dạng vị trí: Chuyên viên phát triển ứng dụng AI; Chuyên gia dữ liệu; Chuyên gia xử lý hình ảnh; Chuyên viên quản trị dữ liệu lớn; Chuyên viên phân tích hệ thống; Kỹ sư phát triển hệ thống tự động hóa, Robot. Ngoài ra, sinh viên Khởi nghiệp trong lĩnh vực cung cấp, phát triển các chương trình/giải pháp phân tích dữ liệu và ứng dụng Trí tuệ Nhân tạo trong cuộc sống.
- Kỹ thuật phần mềm: Software Engineering 
+ Tốt nghiệp ngành Kỹ thuật phần mềm, sinh viên làm việc liên quan đến công nghệ phần mềm ở đa dạng các lĩnh vực: lập trình - xây dựng, giải pháp, phân tích, kiểm thử, quản lý chất lượng... phần mềm nói riêng và ứng dụng Công nghệ thông tin vào vận hành doanh nghiệp nói Chung. 
+ Hiện tại, sinh viên Đại học FPT đã và đang làm việc tại Mỹ, Đức, Nhật Bản, Singapore – những thị trường Công nghệ Thông tin hàng đầu của thế giới
Để tìm hiểu rõ hơn về ngành học bạn có thể tham khảo thêm ở link này ( https://hcmuni.fpt.edu.vn/nganh-dao-tao )",391
214,216,Toàn,CN,Em được tư vấn học ngành Trí tuệ nhân tạo và An toàn thông tin nhưng chưa hiểu rõ và 2 ngành học này khác nhau như thế nào?,"Về định hướng đào tạo của 2 ngành này thì bạn nên hiểu rõ là:
- Trí tuệ nhân tạo: Artificial Inteligence
+ Trong bối cảnh Cách mạng Công nghiệp 4.0 phát triển không ngừng, Trí tuệ Nhân tạo là lĩnh vực quan trọng. Sinh viên ngành Trí tuệ Nhân tạo là nhân tố ưu tú được các nhà tuyển dụng săn đón với mức lương lý tưởng.
+ Cử nhân ngành Trí tuệ Nhân tạo làm việc tại Trung tâm phát triển Trí tuệ Nhân tạo; Trung tâm điều tra, khảo sát, phân tích/xử lý dữ liệu lớn của các Tập đoàn công nghệ, Ngân hàng; Viện nghiên cứu về Trí tuệ nhân tạo, các doanh nghiệp với đa dạng vị trí: Chuyên viên phát triển ứng dụng AI; Chuyên gia dữ liệu; Chuyên gia xử lý hình ảnh; Chuyên viên quản trị dữ liệu lớn; Chuyên viên phân tích hệ thống; Kỹ sư phát triển hệ thống tự động hóa, Robot. Ngoài ra, sinh viên Khởi nghiệp trong lĩnh vực cung cấp, phát triển các chương trình/giải pháp phân tích dữ liệu và ứng dụng Trí tuệ Nhân tạo trong cuộc sống.
- An toàn thông tin: Information Assurance
+Cử nhân Đại học FPT ngành An toàn Thông tin có năng lực quản trị thông tin trong thời đại 4.0, thông thạo kiến thức, nghiệp vụ chuyên ngành. 
+Sau khi tốt nghiệp, sinh viên làm việc tại các Trung tâm ứng phó sự cố thông tin; Trung tâm bảo mật an toàn thông tin; Doanh nghiệp/cơ quan có sử dụng Hệ thống thông tin với các công việc chính về: Bảo mật hệ thống thông tin, Pháp chứng kỹ thuật số và ứng phó sự cố, Quản trị an toàn thông tin (vận hành hệ thống thông tin, quản trị bảo mật máy chủ và mạng, bảo mật cơ sở dữ liệu, rà soát lỗ hổng, xử lý sự cố an toàn thông tin, phân tích mã độc và ứng cứu khẩn cấp sự cố máy tính, lập trình và phát triển ứng dụng đảm bảo an toàn thông tin)...",390
215,217,Toàn,CN,Em được tư vấn học ngành An toàn thông tin và Kỹ thuật phần mềm nhưng chưa hiểu rõ và 2 ngành học này khác nhau như thế nào?,"Về định hướng đào tạo của 2 ngành này thì bạn nên hiểu rõ là:
 - Kỹ thuật phần mềm: Software Engineering 
+ Tốt nghiệp ngành Kỹ thuật phần mềm, sinh viên làm việc liên quan đến công nghệ phần mềm ở đa dạng các lĩnh vực: lập trình - xây dựng, giải pháp, phân tích, kiểm thử, quản lý chất lượng... phần mềm nói riêng và ứng dụng Công nghệ thông tin vào vận hành doanh nghiệp nói Chung. 
+ Hiện tại, sinh viên Đại học FPT đã và đang làm việc tại Mỹ, Đức, Nhật Bản, Singapore – những thị trường Công nghệ Thông tin hàng đầu của thế giới
Để tìm hiểu rõ hơn về ngành học bạn có thể tham khảo thêm ở link này ( https://hcmuni.fpt.edu.vn/nganh-dao-tao ).
- An toàn thông tin: Information Assurance
+Cử nhân Đại học FPT ngành An toàn Thông tin có năng lực quản trị thông tin trong thời đại 4.0, thông thạo kiến thức, nghiệp vụ chuyên ngành. 
+Sau khi tốt nghiệp, sinh viên làm việc tại các Trung tâm ứng phó sự cố thông tin; Trung tâm bảo mật an toàn thông tin; Doanh nghiệp/cơ quan có sử dụng Hệ thống thông tin với các công việc chính về: Bảo mật hệ thống thông tin, Pháp chứng kỹ thuật số và ứng phó sự cố, Quản trị an toàn thông tin (vận hành hệ thống thông tin, quản trị bảo mật máy chủ và mạng, bảo mật cơ sở dữ liệu, rà soát lỗ hổng, xử lý sự cố an toàn thông tin, phân tích mã độc và ứng cứu khẩn cấp sự cố máy tính, lập trình và phát triển ứng dụng đảm bảo an toàn thông tin)...",387
216,218,Toàn,CN,Ngành Thiết kế đồ họa này có chương trình học nào đặc biệt hướng tới phát triển kỹ năng sáng tạo và thiết kế đồ họa?,Đại học FPT luôn luôn tạo điều kiện và cơ hội tốt nhất cho sinh viên để phát triển kỹ năng và kinh nghiệm thực tế. Bạn có thể tìm hiểu thêm ở link này (https://thietkedohoa.hcmuni.fpt.edu.vn/career ),542
217,219,Toàn,CN,Trường có cung cấp cơ sở vật chất và công nghệ hiện đại để hỗ trợ việc học và thực hành trong ngành Thiết kế đồ họa không?,"Với Đại học FPT luôn cung cấp cơ sở vật chất và cơ hội tốt nhất dành cho sinh viên để phát triển về kỹ năng và năng lực: Khác biệt lớn nhất tại Đại học FPT TP.HCM là ngành Thiết kế Mỹ thuật số được xác định phát triển theo định hướng Đồ họa động & tương tác - DIGITAL ART & CN, ứng dụng CÔNG NGHỆ HIỆN ĐẠI trên NỀN TẢNG THẨM MỸ để tạo ra những sản phẩm đột phá, ấn tượng, mang tính ứng dụng và hội nhập, bao gồm các chuyên ngành hẹp về Hoạt hình 2D, Hoạt hình 3D, Thiết kế tương tác, Thực tế ảo (VR), Thực tế tăng cường (AR), Thiết kế game, Thiết kế truyền thông.
Để tìm hiểu rõ hơn về vấn đề trên bạn có thể tham khảo ở link ( https://thietkedohoa.hcmuni.fpt.edu.vn/lecturer )",684
218,220,Toàn,CN,Trường có cung cấp cơ sở vật chất và công nghệ hiện đại để hỗ trợ việc học và thực hành trong ngành Quản trị khách sạn không?,"Với Đại học FPT luôn cung cấp cơ sở vật chất và cơ hội tốt nhất dành cho sinh viên để phát triển về kỹ năng và năng lực :Chương trình đào tạo ngành Quản trị Khách sạn của Đại học FPT được thiết kế, phát triển và triển khai bởi đội ngũ chuyên gia, dựa trên các khung đào tạo về Quản trị Khách sạn của Malaysia và Thụy sĩ – nơi vốn được ví như “cái nôi” của ngành Quản trị Khách sạn quốc tế. 
Để tìm hiểu rõ hơn về vấn đề trên bạn có thể tham khảo ở link ( https://hcmuni.fpt.edu.vn/nganh-dao-tao/nganh-quan-tri-khach-san )",683
219,221,Toàn,CN,Các giảng viên và giáo sư trong ngành Trí tuệ nhân tạo có kinh nghiệm thực tế trong lĩnh vực này và có thể chia sẻ kiến thức từ kinh nghiệm thực tế?,"Các giảng viên của Đại học FPT đều có trình độ và năng lực rất tốt. Được chọn lọc và đánh giá một cách kĩ càng. Đối với ngành Thiết kế đồ họa: Jackie Phan
Thạc sĩ Digtial Art & CN. Tốt nghiệp và tu nghiệp 6 năm tại Sydney, Australia. Giảng viên ngành Thiết kế Đồ hoạ - Đại học FPT HCM. Thỉnh giảng tại các trường Đại học Văn Lang, Đại học Hoa Sen, Đại học Tôn Đức Thắng, Đại học Hutech, ...
Để tìm hiểu rõ hơn về vấn đề trên bạn có thể tham khảo ở link ( https://thietkedohoa.hcmuni.fpt.edu.vn/lecturer )
",98
220,222,Toàn ,CN,Các giảng viên và giáo sư trong ngành Quản trị khách sạn có kinh nghiệm thực tế trong lĩnh vực này và có thể chia sẻ kiến thức từ kinh nghiệm thực tế?,"Các giảng viên của Đại học FPT đều có trình độ và năng lực rất tốt. Được chọn lọc và đánh giá một cách kĩ càng. Đối với ngành Thiết kế đồ họa: -CÔ ĐỖ HỒNG DINH
Đại diện Đại học KDU Penang, Malaysia – Đối tác giáo dục Đại học FPT 
-TH.S VÕ THỤY NHẬT MINH
MBA Đại học Manchester Metropolitan (UK), Cố vấn Công ty TNHH Du lịch Phương Tùng Anh - Phú Quốc
....Để tìm hiểu rõ hơn về vấn đề trên bạn có thể tham khảo ở link ( https://hcmuni.fpt.edu.vn/nganh-dao-tao/nganh-quan-tri-khach-san )
",97
221,223,Toàn ,CN,"Chương trình đào tạo của ngành Thiết kế đồ họa có liên kết với các công ty, tổ chức hoặc dự án thực tế để sinh viên có cơ hội thực tập và xây dựng kỹ năng thực tế?",Đại học FPT luôn luôn tạo điều kiện và cơ hội tốt nhất cho sinh viên để phát triển kỹ năng và kinh nghiệm thực tế. Bạn có thể tìm hiểu thêm ở link này (https://thietkedohoa.hcmuni.fpt.edu.vn/career ),65
222,224,Toàn ,CN,Chương trình quản trị khách sạn tại trường có nhấn mạnh vào quản lý khách sạn cụ thể hay hướng dẫn các kỹ năng quản lý tổng quát trong ngành khách sạn?,Để tìm hiểu rõ hơn về vấn đề này bạn có thể tìm hiểu ở đường link ( https://hcmuni.fpt.edu.vn/nganh-dao-tao/nganh-quan-tri-khach-san ),51
223,225,Toàn,CN,"Ngành quản trị khách sạn tại trường có chú trọng vào phát triển kỹ năng lãnh đạo, giao tiếp và quản lý nhân sự không?",Để tìm hiểu rõ hơn về vấn đề này bạn có thể tìm hiểu ở đường link ( https://hcmuni.fpt.edu.vn/nganh-dao-tao/nganh-quan-tri-khach-san ),551
224,226,Toàn,CN,"Ngành này có cung cấp kiến thức và kỹ năng về các công cụ và phần mềm thiết kế đồ họa phổ biến như Adobe Photoshop, Illustrator, và InCN không?",Đại học FPT luôn luôn tạp điều kiện và cơ hội tốt nhất cho sinh viên để phát triển kỹ năng và kinh nghiệm thực tế. Bên cạnh đó các kỹ năng về các công cụ và phần mềm thiết kế đồ họa phổ biến luôn được xem là công cụ quan trọng.,547
225,227,Toàn,CN,Có các khóa đào tạo thực tế và dự án thực tế được tích hợp trong chương trình học không?,"Đối với sinh viên ngành Thiết kế đồ họa luôn luôn được tạo điều kiện để phát triển kỹ năng 1 cách tốt nhất ví dụ như: Triển lãm, project ....Để tìm hiểu rõ hơn về vấn đề này bạn nên tham khảo ở link này ( https://thietkedohoa.hcmuni.fpt.edu.vn/project )",171
226,228,Toàn,CN,"Có các môn học về đồ họa động, đồ họa 3D hoặc đồ họa nâng cao không?","Tất nhiên rồi! Sau đây là ví dụ:(WDU202c) UI/UX CN, (ANC301) Character Development_Tạo hình nhân vật hoạt hình, (DTG303) Principles of Animation_Nguyên lý chuyển động, .......... Để tìm hiểu rõ hơn về vấn đề này bạn có thể tham khảo ở link này ( https://thietkedohoa.hcmuni.fpt.edu.vn/program )",172
227,229,Toàn,CN,Có cơ hội học từ các giảng viên có kinh nghiệm và thành công trong lĩnh vực thiết kế đồ họa không?,"Tất nhiên rồi! Sau đây là ví dụ: Jackie Phan
Thạc sĩ Digtial Art & CN. Tốt nghiệp và tu nghiệp 6 năm tại Sydney, Australia. Giảng viên ngành Thiết kế Đồ hoạ - Đại học FPT HCM. Thỉnh giảng tại các trường Đại học Văn Lang, Đại học Hoa Sen, Đại học Tôn Đức Thắng, Đại học Hutech, ...
Để tìm hiểu rõ hơn về vấn đề trên bạn có thể tham khảo ở link ( https://thietkedohoa.hcmuni.fpt.edu.vn/lecturer )",193
